,Date,XAUINR BGN Curncy-Gold Index,INMSM1 Index-India Money Supply M1,PBINBSI Index-Price/Book -India Sensex 30,PEINB30 Index-Price/Earnings Ratio for the Sensex 30 Index,GIND10YR Index-India Govt Bond Generic Bid Yield 10 Year,GIND5YR Index-India Govt Bond Generic Bid Yield 5 Year,GIND4YR Index-India Govt Bond Generic Bid Yield 4 Year,GIND3YR Index-India Govt Bond Generic Bid Yield 3 Year,GIND1YR Index-India Govt Bond Generic Bid Yield 1 Year,INRPYLPD Index-Reserve Bank of India REPO Rate Policy (Daily),BCOPAAA0 Index-Bloomberg FIMMDA India Corporate Bond Curve AAA 10 Year,INFFFIDE Index-India Fiscal Deficit,USDINR Curncy-USDINR Spot Exchange Rate - Price of 1 USD in INR,INMFEQNT Index-India Mutual Fund Net Equity,FIINNET Index-India Net Foreign Equity Investment INR,DXY Curncy-Dollar Index,IRSWO1 Curncy-INR SWAP ONSH OIS 1Y,IRSWO5 Curncy-INR SWAP ONSH OIS 5Y,NIFTY Index-Forward P/E (12M Forward),NSE500 Index-Forward PE for Fiscal Year 3,BSE500 Index-Forward P/E (12M Forward),BSE500 Index-Forward PE for Fiscal Year 3,JBDCINR Index-J.P. Morgan India CPI-Based Real Broad Effective Exchange Rate,INPIINDY Index-india industrial production,INFDTO$Y Index-india monthly fdi,RBIBKRTE Index-RBI interest rate,INMSM3Y Index-INDIA M3 MONEY SUPPLY,INMSM1Y Index-INDIA M1 MONEY SUPPLY,ECOYBINN Index-INDIA TRADE BALANCE,5346629 Index-IMF INDIA PPI (PRODUCER PRICES INDEX),INMORES$ Index-Foreign Reserves India (USD),INBGRIW Index-Rural India Wage,INTXDITA Index-India Tax Collections,MIGININD Index-Migrant Remmitance Inflow,GHDIHDIN Index-India HDI,5349B34 Index-India GNI (Gross National Income),BELTINPG Index-India forecast GDP growth,BSE500 Index-Price Earnings Ratio (P/E),NSE500 Index-Price Earnings Ratio (P/E),BSE500 Index-Price to Book Ratio,NSE500 Index-Price to Book Ratio,NSE500 Index-EBITDA,BSE500 Index-Adjusted Price/Sales ratio,NSE500 Index-Adjusted Price/Sales ratio,NSE500 Index-P/S RATIO,BSE500 Index-P/S RATIO,MXIN000G Index-Price Earnings Ratio (P/E),MXIN000G Index-Price to Book Ratio,MXIN000G Index-P/S RATIO,MXIN000G Index-Dividend Yield (Actuals),MXIN000V Index-Price Earnings Ratio (P/E),MXIN000V Index-Price to Book Ratio,MXIN000V Index-P/S RATIO,MXIN000V Index-Dividend Yield (Actuals),SPBSMIP Index-Price Earnings Ratio (P/E),SPBSMIP Index-Price to Book Ratio,SPBSMIP Index-P/S RATIO,SPBSMIP Index-Dividend Yield (Actuals),SPB25SIP Index-Price Earnings Ratio (P/E),SPB25SIP Index-Price to Book Ratio,SPB25SIP Index-P/S RATIO,SPB25SIP Index-Dividend Yield (Actuals),NSE100 Index-Price Earnings Ratio (P/E),NSE100 Index-Price to Book Ratio,NSE100 Index-P/S RATIO,NSE100 Index-Dividend Yield (Actuals),NIFTY Index-P/S Ratio,NIFTY Index-P/E ratio
2092,2007-12-23,32096.8945,1023981,6.32,26.04,7.873,7.815,7.798,7.771,7.657,7.75,9.3814,14018,39.4962,658.15,-515.8,77.721,7.2,7.125,21.439,14.5583,23.1504,14.2536,92.11,9.9,61.95,6.0,22.85,18.19,-77.2,94.45,272722,83.31,10494.49,28334,0.541,39200.4,6.7,27.5076,5.4186,6.4089,5.7261,334.4964,2.7233,2.0644,2.622,2.9189,34.6601,10.7325,6.2204,0.4174,23.9641,5.7291,2.3106,1.0241,46.9862,8.7156,5.0793,0.5665,12.7167,4.3121,0.8044,0.9379,24.7307,6.2585,2.9582,0.8661,2.9236,23.5573
2093,2007-12-24,32025.5038,1023981,6.55,26.98,7.872,7.808,7.787,7.758,7.625,7.75,9.3506,14018,39.446,830.06,167.4,77.572,7.2,7.12,22.2234,15.038,23.8555,14.6895,91.73,9.9,61.95,6.0,22.85,18.19,-77.2,94.45,272722,83.31,10494.49,28334,0.541,39200.4,6.7,28.3289,5.5874,6.6049,5.905,334.7241,2.8066,2.1289,2.7029,3.0062,36.0215,11.154,6.4648,0.4017,24.7633,5.9202,2.3876,0.991,47.9553,8.8953,5.1841,0.5551,12.7167,4.3121,0.8044,0.9219,25.6125,6.4816,3.0637,0.8363,3.0345,24.4503
2094,2007-12-25,31836.1444,1023981,6.55,26.98,7.872,7.808,7.787,7.758,7.625,7.75,9.3506,14018,39.446,830.06,167.4,77.597,7.2,7.12,22.2074,15.0334,23.8415,14.6895,91.73,9.9,61.95,6.0,22.85,18.19,-77.2,94.45,272722,83.31,10494.49,28334,0.541,39200.4,6.7,28.3137,5.587,6.6049,5.905,334.8546,2.8066,2.1289,2.7029,3.0062,36.0215,11.154,6.4648,0.4017,24.7633,5.9202,2.3876,0.991,47.9553,8.8953,5.1841,0.5551,12.7167,4.3121,0.8044,0.9219,25.6125,6.4816,3.0637,0.8363,3.0345,24.4503
2095,2007-12-26,32495.6738,1023981,6.66,27.44,7.866,7.815,7.795,7.763,7.624,7.75,9.3416,14018,39.42,742.7,2420.5,77.15,7.215,7.13,22.5152,15.3349,24.3003,14.9962,91.48,9.9,61.95,6.0,22.85,18.19,-77.2,94.45,272722,83.31,10494.49,28334,0.541,39200.4,6.7,28.8827,5.6974,6.7427,6.0227,334.7062,2.8652,2.1714,2.7572,3.0695,36.7477,11.3789,6.5951,0.3937,25.2121,6.0381,2.436,0.9717,48.9381,9.078,5.2906,0.5439,12.7167,4.3121,0.8044,0.8843,26.0004,6.5868,3.114,0.8245,3.0786,24.7719
2096,2007-12-27,32544.164,1023981,6.66,27.44,7.864,7.816,7.867,7.776,7.649,7.75,9.3364,14018,39.4175,716.86,944.0,76.607,7.195,7.105,22.5652,15.3368,24.3237,15.0203,91.47,9.9,61.95,6.0,22.85,18.19,-77.2,94.45,272722,83.31,10494.49,28334,0.541,39200.4,6.7,28.9296,5.7037,6.7536,6.0293,334.7062,2.8698,2.1738,2.7603,3.0744,36.5872,11.3292,6.5663,0.3955,25.3088,6.0612,2.4453,0.968,49.0839,9.105,5.3064,0.5423,12.7167,4.3121,0.8044,0.8726,25.9886,6.5836,3.1125,0.8233,3.0841,24.8164
2097,2007-12-28,33087.0039,1023981,6.66,27.46,7.824,7.773,7.784,7.709,7.58,7.75,9.2527,14018,39.4312,34.3,1140.9,76.218,7.0675,7.0425,22.5464,15.4444,24.6163,15.1484,91.01,9.9,61.95,6.0,22.85,18.19,-77.2,94.45,275559,83.31,10494.49,28334,0.541,39200.4,6.7,29.3775,5.7597,6.8121,6.087,334.7062,2.8943,2.1945,2.7866,3.1006,36.8852,11.4215,6.6198,0.3923,25.3189,6.0636,2.4463,0.9676,49.8418,9.2457,5.3871,0.5341,12.7167,4.3121,0.8044,0.8482,26.0741,6.6053,3.1227,0.8198,3.0832,24.809
2098,2007-12-29,33087.0039,1023981,6.66,27.46,7.824,7.773,7.784,7.709,7.58,7.75,9.2527,14018,39.4312,34.3,1140.9,76.218,7.0675,7.0425,22.5464,15.4444,24.6157,15.1484,91.01,9.9,61.95,6.0,22.85,18.19,-77.2,94.45,275559,83.31,10494.49,28334,0.541,39200.4,6.7,29.3775,5.7597,6.8121,6.087,334.7062,2.8943,2.1945,2.7866,3.1006,36.8852,11.4215,6.6198,0.3923,25.3189,6.0636,2.4463,0.9676,49.8418,9.2457,5.3871,0.5341,12.7167,4.3121,0.8044,0.8482,26.0741,6.6053,3.1227,0.8198,3.0832,24.809
2099,2007-12-30,33087.0039,1023981,6.66,27.46,7.824,7.773,7.784,7.709,7.58,7.75,9.2527,14018,39.4312,34.3,1140.9,76.218,7.0675,7.0425,22.5464,15.4444,24.6157,15.1484,91.01,9.9,61.95,6.0,22.85,18.19,-77.2,94.45,275559,83.31,10494.49,28334,0.541,39200.4,6.7,29.3775,5.7597,6.8121,6.087,334.7062,2.8943,2.1945,2.7866,3.1006,36.8852,11.4215,6.6198,0.3923,25.3189,6.0636,2.4463,0.9676,49.8418,9.2457,5.3871,0.5341,12.7167,4.3121,0.8044,0.8482,26.0741,6.6053,3.1227,0.8198,3.0832,24.809
2100,2007-12-31,32869.1445,1023981,6.71,27.67,7.793,7.771,7.769,7.703,7.449,7.75,9.1488,-18696,39.4125,-178.41,797.9,76.695,7.01,7.03,22.8077,15.9613,24.9164,15.3175,91.24,13.5,-69.63,6.0,22.85,18.19,-78.3,94.96,275559,83.37,10494.49,37217,0.55,45615.7,6.7,29.7054,5.8365,6.8889,6.1682,334.7063,2.9266,2.2238,2.8237,3.1352,36.9847,11.4523,6.6376,0.3912,25.4445,6.0937,2.4584,0.9628,50.9605,9.4533,5.508,0.5341,12.7167,4.3121,0.8044,0.8267,26.3276,6.6696,3.153,0.8119,3.113,25.0498
2101,2008-01-01,32863.4141,1023981,6.72,27.67,7.76,7.75,7.664,7.611,7.42,7.75,9.0361,-18696,39.4175,183.48,142.3,76.648,7.0175,7.02,22.829,16.0425,25.1098,15.4391,91.24,13.5,-69.63,6.0,22.85,18.19,-78.3,94.96,275559,83.37,10494.49,37217,0.55,45615.7,6.7,30.0764,6.1173,7.0738,6.254,318.1458,3.1725,2.5094,2.9475,3.2749,35.7924,10.4964,6.5272,0.3917,26.3729,5.5905,2.7587,0.9587,45.9128,9.9856,5.2105,0.5341,12.7167,4.3121,0.8044,0.8052,26.275,6.5069,3.2818,0.8097,3.2589,25.1999
2102,2008-01-02,33801.4728,1023981,6.76,27.85,7.741,7.691,7.627,7.486,7.4,7.75,9.0661,-18696,39.4364,295.24,-244.5,75.972,6.94,7.01,22.8827,16.1945,25.3158,15.6265,90.52,13.5,-69.63,6.0,22.85,18.19,-78.3,94.96,275559,83.37,10494.49,37217,0.55,45615.7,6.7,30.2704,6.1779,7.1596,6.3158,318.1458,3.2111,2.5342,2.9767,3.3147,36.1804,10.6102,6.598,0.3875,26.7732,5.6753,2.8005,0.9444,46.4854,10.1102,5.2755,0.5341,12.7167,4.3708,0.8044,0.7944,26.3154,6.5602,3.3086,0.8031,3.2774,25.3441
2103,2008-01-03,34046.8947,1023981,6.77,27.91,7.773,7.656,7.647,7.556,7.306,7.75,9.1358,-18696,39.395,490.03,725.1,75.889,6.9625,7.0225,22.8809,16.2184,25.2425,15.5914,90.74,13.5,-69.63,6.0,22.85,18.19,-78.3,94.96,275559,83.37,10494.49,37217,0.55,45615.7,6.7,30.2021,6.1869,7.1436,6.3209,318.1458,3.2036,2.5354,2.9777,3.3072,35.8863,10.5239,6.5444,0.3828,26.8408,5.6896,2.8076,0.942,46.4759,10.1081,5.2744,0.5034,12.7167,4.3512,0.8044,0.7979,26.3344,6.5649,3.311,0.8025,3.277,25.3406
2104,2008-01-04,33799.4728,1014399,6.87,28.31,7.75,7.628,7.614,7.515,7.504,7.75,9.1765,-18696,39.3338,616.6,508.8,75.793,6.92,6.835,23.2355,16.3835,25.544,15.7775,90.84,13.5,-69.63,6.0,22.59,15.42,-78.3,94.96,276255,83.37,10494.49,37217,0.55,45615.7,6.7,30.671,6.2555,7.2289,6.3911,318.1458,3.2454,2.5635,3.0107,3.3503,36.3724,10.6665,6.633,0.3777,27.437,5.816,2.87,0.9215,46.7355,10.1646,5.3039,0.5006,12.7167,4.3515,0.8044,0.7978,26.706,6.6576,3.3578,0.7914,3.3278,25.7333
2105,2008-01-05,33799.4728,1014399,6.87,28.31,7.75,7.628,7.614,7.515,7.504,7.75,9.1765,-18696,39.3338,616.6,508.8,75.793,6.92,6.835,23.211,16.3785,25.5141,15.7775,90.84,13.5,-69.63,6.0,22.59,15.42,-78.3,94.96,276255,83.37,10494.49,37217,0.55,45615.7,6.7,30.669,6.2555,7.2289,6.3911,318.1458,3.2455,2.5635,3.0107,3.3502,36.3724,10.6665,6.633,0.3777,27.437,5.816,2.87,0.9215,46.7355,10.1646,5.3039,0.5006,12.7167,4.3515,0.8044,0.7978,26.7038,6.6576,3.3577,0.7914,3.3277,25.7328
2106,2008-01-06,33799.4728,1014399,6.87,28.31,7.75,7.628,7.614,7.515,7.504,7.75,9.1765,-18696,39.3338,616.6,508.8,75.793,6.92,6.835,23.2114,16.3799,25.5138,15.7775,90.84,13.5,-69.63,6.0,22.59,15.42,-78.3,94.96,276255,83.37,10494.49,37217,0.55,45615.7,6.7,30.6686,6.2555,7.2289,6.3911,318.1458,3.2455,2.5597,3.0068,3.3502,36.3724,10.6665,6.633,0.3777,27.437,5.816,2.87,0.9215,46.7355,10.1646,5.3039,0.5006,12.7167,4.3515,0.8044,0.7978,26.703,6.6576,3.3577,0.7914,3.3277,25.7319
2107,2008-01-07,33711.7736,1014399,6.88,28.34,7.75,7.525,7.614,7.55,7.438,7.75,9.1247,-18696,39.2955,29.97,-80.9,76.174,6.875,6.835,23.2264,16.3443,25.5983,15.8342,91.1,13.5,-69.63,6.0,22.59,15.42,-78.3,94.96,276255,83.37,10494.49,37217,0.55,45615.7,6.7,30.7779,6.2527,7.2548,6.3883,318.1458,3.2571,2.5585,3.0055,3.3622,36.2007,10.6161,6.6017,0.3795,27.7723,5.8871,2.905,0.9104,46.6855,10.1537,5.2982,0.5012,12.7167,4.3767,0.8044,0.7932,26.7033,6.658,3.3578,0.7913,3.3302,25.7511
2108,2008-01-08,34489.344,1014399,6.92,28.51,7.75,7.56,7.614,7.513,7.48,7.75,9.1247,-18696,39.275,12.47,1053.4,76.111,6.9,6.85,23.26,16.2982,25.3528,15.6873,90.99,13.5,-69.63,6.0,22.59,15.42,-78.3,94.96,276255,83.37,10494.49,37217,0.55,45615.7,6.7,30.4914,6.2073,7.1875,6.342,318.1458,3.2269,2.54,2.9837,3.331,36.2197,10.6217,6.6052,0.3793,27.6669,5.8647,2.894,0.9139,45.3677,9.8671,5.1487,0.5157,12.7167,4.2574,0.8044,0.8154,26.6453,6.644,3.3507,0.793,3.3349,25.7855
2109,2008-01-09,34521.6526,1014399,6.93,28.57,7.75,7.567,7.614,7.563,7.499,7.75,9.1103,-18696,39.285,-201.2,274.6,76.419,6.92,6.855,23.1176,16.2692,25.1584,15.6501,91.12,13.5,-69.63,6.0,22.59,15.42,-78.3,94.96,276255,83.37,10494.49,37217,0.55,45615.7,6.7,30.3023,6.196,7.1705,6.3322,318.1458,3.2192,2.5359,2.9789,3.3231,36.379,10.6684,6.6342,0.3776,27.263,5.8328,2.8783,0.9189,45.1501,9.8198,5.124,0.5182,12.7167,4.2249,0.8044,0.8217,26.5654,6.6389,3.3482,0.7936,3.3265,25.6573
2110,2008-01-10,35089.1643,1014399,6.83,28.12,7.75,7.551,7.614,7.557,7.527,7.75,9.0657,-18696,39.285,46.33,-630.8,75.934,6.81,6.7175,22.7181,15.91,24.5898,15.2713,90.61,13.5,-69.63,6.0,22.59,15.42,-78.3,94.96,276255,83.37,10494.49,37217,0.55,45615.7,6.7,29.6081,6.0467,6.9969,6.1789,318.1458,3.1413,2.4745,2.9067,3.2427,35.3671,10.3717,6.4497,0.3884,27.0838,5.7759,2.8502,0.9279,43.6272,9.4885,4.9511,0.5363,12.7167,4.0711,0.8044,0.8527,26.0226,6.4984,3.2773,0.8107,3.2654,25.2074
2111,2008-01-11,35184.7347,1014399,6.9,28.44,7.75,7.467,7.614,7.533,7.475,7.75,8.9028,-18696,39.295,-274.19,113.7,75.978,6.82,6.8,22.8876,16.0443,24.7853,15.3732,90.69,13.5,-69.63,6.0,22.59,15.42,-78.3,94.96,281729,83.37,10494.49,37217,0.55,45615.7,6.7,29.8317,6.0789,7.0436,6.2118,318.1458,3.1652,2.4877,2.9222,3.2671,35.4465,10.395,6.4642,0.3876,27.6424,5.895,2.909,0.9092,43.6181,9.4866,4.9501,0.5364,12.7167,4.0423,0.8044,0.8678,26.2018,6.5429,3.2998,0.8052,3.2883,25.384
2112,2008-01-12,35184.7347,1014399,6.9,28.44,7.75,7.467,7.614,7.533,7.475,7.75,8.9028,-18696,39.295,-274.19,113.7,75.978,6.82,6.8,22.8876,16.0415,24.7835,15.3732,90.69,13.5,-69.63,6.0,22.59,15.42,-78.3,94.96,281729,83.37,10494.49,37217,0.55,45615.7,6.7,29.8317,6.0789,7.0436,6.2118,318.1458,3.1652,2.4877,2.9222,3.2671,35.4465,10.395,6.4642,0.3876,27.6424,5.895,2.909,0.9092,43.6181,9.4866,4.9501,0.5364,12.7167,4.0423,0.8044,0.8678,26.2018,6.5429,3.2998,0.8052,3.2883,25.384
2113,2008-01-13,35184.7347,1014399,6.9,28.44,7.75,7.467,7.614,7.533,7.475,7.75,8.9028,-18696,39.295,-274.19,113.7,75.978,6.82,6.8,22.9102,16.0174,24.8073,15.3732,90.69,13.5,-69.63,6.0,22.59,15.42,-78.3,94.96,281729,83.37,10494.49,37217,0.55,45615.7,6.7,29.8317,6.0789,7.0436,6.2118,318.1458,3.1652,2.4877,2.9222,3.2671,35.4465,10.395,6.4642,0.3876,27.6424,5.895,2.909,0.9092,43.6181,9.4866,4.9501,0.5364,12.7167,4.0423,0.8044,0.8678,26.2018,6.5429,3.2998,0.8052,3.2883,25.384
2114,2008-01-14,35527.3949,1014399,6.9,28.43,7.75,7.52,7.614,7.523,7.517,7.75,9.0859,-18696,39.2925,-551.4,174.4,75.613,6.76,6.69,22.9187,16.0331,24.8259,15.4513,90.44,13.5,-69.63,6.0,22.59,15.42,-78.3,94.96,281729,83.37,10494.49,37217,0.55,45615.7,6.7,29.8441,6.1175,7.0794,6.2548,318.1458,3.1813,2.505,2.9425,3.2837,35.617,10.4449,6.4953,0.3864,27.905,5.9514,2.9368,0.9005,44.0729,9.5855,5.0017,0.5309,12.7167,4.0896,0.8044,0.8903,26.1346,6.5749,3.3157,0.8017,3.2919,25.4086
2115,2008-01-15,34879.094,1014399,5.91,24.67,7.75,7.512,7.614,7.529,7.471,7.75,9.034,-18696,39.265,-519.46,225.8,75.574,6.78,6.73,22.6413,15.7026,24.5923,15.1678,90.16,13.5,-69.63,6.0,22.59,15.42,-78.3,94.96,281729,83.37,10494.49,37217,0.55,45615.7,6.7,29.2967,6.0003,6.9495,6.135,318.1458,3.1229,2.457,2.8862,3.2235,34.9579,10.2517,6.3751,0.3937,27.2953,5.8213,2.8726,0.9207,43.5877,9.4799,4.9466,0.5368,12.7167,4.044,0.8044,0.9007,25.5839,6.4363,3.2458,0.8187,3.2216,24.8661
2116,2008-01-16,34524.2736,1014399,6.58,27.13,7.75,7.516,7.614,7.514,7.479,7.75,9.0642,-18696,39.295,-59.54,-2279.6,76.258,6.8,6.725,22.1206,15.3317,24.1135,14.874,90.76,13.5,-69.63,6.0,22.59,15.42,-78.3,94.96,281729,83.37,10494.49,37217,0.55,45615.7,6.7,28.7419,5.8675,6.8149,5.9989,318.1458,3.0626,2.4025,2.8222,3.1612,33.8918,9.939,6.1807,0.4061,26.858,5.7218,2.824,0.9367,42.8266,9.3144,4.8603,0.5463,12.7167,3.9744,0.8044,0.9165,25.0243,6.294,3.1742,0.8373,3.1482,24.3058
2117,2008-01-17,34506.5041,1014399,6.52,25.52,7.75,7.517,7.614,7.518,7.5,7.75,9.0909,-18696,39.303,460.9,-2186.0,76.174,6.79,6.695,21.8723,15.1643,23.9527,14.8394,90.85,13.5,-69.63,6.0,22.59,15.42,-78.3,94.96,281729,83.37,10494.49,37217,0.55,45615.7,6.7,28.6753,5.8518,6.799,5.9829,318.1458,3.0553,2.3997,2.8183,3.1539,33.8604,9.9298,6.1749,0.4065,26.4672,5.6385,2.7829,0.9505,43.163,9.3876,4.8985,0.5421,12.7167,4.0248,0.8044,0.905,24.9258,6.2692,3.1617,0.8406,3.1363,24.2135
2118,2008-01-18,34708.5823,1052837,6.28,24.47,7.75,7.527,7.614,7.507,7.508,7.75,9.0878,-18696,39.305,-271.17,-1356.1,76.383,6.76,6.655,21.1022,14.4704,22.9289,14.2129,90.97,13.5,-69.63,6.0,23.68,20.22,-78.3,94.96,284898,83.37,10494.49,37217,0.55,45615.7,6.7,27.4654,5.5959,6.512,5.7212,318.1458,2.9263,2.2948,2.6951,3.0207,32.522,9.5373,5.9309,0.4232,25.3243,5.3951,2.6627,0.9934,41.1006,8.939,4.6644,0.5693,12.7167,3.8331,0.8044,0.9503,23.9478,6.0228,3.0375,0.8749,3.026,23.3636
2119,2008-01-19,34708.5823,1052837,6.28,24.47,7.75,7.527,7.614,7.507,7.508,7.75,9.0878,-18696,39.305,-271.17,-1356.1,76.383,6.76,6.655,21.2027,14.2831,23.0732,13.8642,90.97,13.5,-69.63,6.0,23.68,20.22,-78.3,94.96,284898,83.37,10494.49,37217,0.55,45615.7,6.7,27.4571,5.5955,6.512,5.7212,318.1458,2.9263,2.2948,2.6951,3.0207,32.522,9.5373,5.9309,0.4232,25.3243,5.3951,2.6627,0.9934,41.1006,8.939,4.6644,0.5693,12.7167,3.8331,0.8044,0.9503,23.9384,6.0228,3.0375,0.8749,3.026,23.3534
2120,2008-01-20,34708.5823,1052837,6.28,24.47,7.75,7.527,7.614,7.507,7.508,7.75,9.0878,-18696,39.305,-271.17,-1356.1,76.383,6.76,6.655,21.1929,14.277,23.0607,13.8684,90.97,13.5,-69.63,6.0,23.68,20.22,-78.3,94.96,284898,83.37,10494.49,37217,0.55,45615.7,6.7,27.4499,5.5954,6.512,5.7212,318.1458,2.9263,2.2948,2.6951,3.0207,32.522,9.5373,5.9309,0.4232,25.3243,5.3951,2.6627,0.9934,41.1006,8.939,4.6644,0.5693,12.7167,3.8331,0.8044,0.9503,23.9353,6.0228,3.0375,0.8749,3.0261,23.35
2121,2008-01-21,34215.0744,1052837,5.73,22.44,7.75,7.546,7.614,7.558,7.506,7.75,9.0978,-18696,39.555,2001.75,-2425.7,76.866,6.755,6.6675,19.3757,12.7219,20.8255,12.6596,90.97,13.5,-69.63,6.0,23.68,20.22,-78.3,94.96,284898,83.37,10494.49,37217,0.55,45615.7,6.7,24.7148,5.0273,5.8769,5.1401,318.1458,2.6339,2.0618,2.4215,2.7187,29.3395,8.6081,5.353,0.4745,23.1828,4.9385,2.4383,1.0853,36.4251,7.9221,4.1338,0.6423,12.7167,3.3917,0.8044,1.0704,21.7259,5.4654,2.7566,0.9642,2.763,21.3243
2122,2008-01-22,35243.1644,1052837,5.43,21.21,7.75,7.426,7.614,7.49,7.426,7.75,8.9875,-18696,39.4665,1195.12,-2256.2,76.346,6.61,6.5,18.2299,11.985,19.5024,11.9279,90.59,13.5,-69.63,6.0,23.68,20.22,-78.3,94.96,284898,83.37,10494.49,37217,0.55,45615.7,6.7,23.1464,4.6964,5.5027,4.8019,318.1458,2.4664,1.926,2.262,2.5458,28.0489,8.2295,5.1175,0.4963,21.5555,4.5918,2.2671,1.1672,33.2838,7.2389,3.7773,0.703,12.7167,3.0905,0.8044,1.1747,20.4113,5.1345,2.5897,1.0263,2.5988,20.0579
2123,2008-01-23,35251.9261,1052837,5.74,22.4,7.75,7.311,7.614,7.407,7.338,7.75,8.8879,-18696,39.5805,874.35,-2499.9,76.401,6.535,6.4575,19.3522,12.7572,20.7726,12.6658,90.32,13.5,-69.63,6.0,23.68,20.22,-78.3,94.96,284898,83.37,10494.49,37217,0.55,45615.7,6.7,24.7539,5.02,5.8669,5.1302,318.1458,2.6267,2.0561,2.4125,2.7076,29.877,8.7658,5.4511,0.4659,22.8764,4.8732,2.4028,1.0998,35.9968,7.829,4.0852,0.65,12.7167,3.3123,0.8044,1.0961,21.7514,5.4716,2.7587,0.9631,2.7589,21.3029
2124,2008-01-24,36018.5238,1052837,5.59,21.81,7.75,7.333,7.614,7.3,7.369,7.75,9.0713,-18696,39.4557,350.05,-1351.2,75.692,6.5625,6.48,18.7202,12.3082,20.1495,12.2739,90.17,13.5,-69.63,6.0,23.68,20.22,-78.3,94.96,284898,83.37,10494.49,37217,0.55,45615.7,6.7,24.0125,4.8493,5.6932,4.9561,318.1458,2.5489,1.9862,2.3305,2.6273,29.0231,8.5153,5.2953,0.4796,22.2682,4.7436,2.3389,1.1298,34.8349,7.5763,3.9533,0.6717,12.7167,3.213,0.8044,1.13,21.0391,5.2924,2.6684,0.9957,2.6688,20.6071
2125,2008-01-25,35976.4144,1052837,5.94,23.04,7.75,7.355,7.614,7.365,7.357,7.75,9.1296,-18696,39.3645,221.22,669.1,75.973,6.6125,6.5225,20.0312,13.1845,21.5322,13.1245,90.32,13.5,-69.63,6.0,23.68,20.22,-78.3,94.96,288316,83.37,10494.49,37217,0.55,45615.7,6.7,25.6755,5.1905,6.087,5.304,318.1458,2.7252,2.1259,2.4944,2.8091,31.2449,9.1672,5.7007,0.4455,23.8377,5.0777,2.5036,1.0555,37.0681,8.062,4.2068,0.6312,12.7167,3.3963,0.8044,1.069,22.5451,5.6708,2.8591,0.9333,2.8543,22.0418
2126,2008-01-26,35976.4144,1052837,5.94,23.04,7.75,7.355,7.614,7.365,7.357,7.75,9.1296,-18696,39.3645,221.22,669.1,75.973,6.6125,6.5225,20.031,13.185,21.5321,13.1242,90.32,13.5,-69.63,6.0,23.68,20.22,-78.3,94.96,288316,83.37,10494.49,37217,0.55,45615.7,6.7,25.6754,5.1904,6.087,5.304,318.1458,2.7252,2.1259,2.4944,2.8091,31.2449,9.1672,5.7007,0.4455,23.8377,5.0777,2.5036,1.0555,37.0681,8.062,4.2068,0.6312,12.7167,3.3963,0.8044,1.069,22.5449,5.6708,2.8591,0.9333,2.8543,22.0418
2127,2008-01-27,35976.4144,1052837,5.94,23.04,7.75,7.355,7.614,7.365,7.357,7.75,9.1296,-18696,39.3645,221.22,669.1,75.973,6.6125,6.5225,20.0347,13.1975,21.536,13.1275,90.32,13.5,-69.63,6.0,23.68,20.22,-78.3,94.96,288316,83.37,10494.49,37217,0.55,45615.7,6.7,25.6754,5.1904,6.087,5.304,318.1458,2.7252,2.1259,2.4944,2.8091,31.2449,9.1672,5.7007,0.4455,23.8377,5.0777,2.5036,1.0555,37.0681,8.062,4.2068,0.6312,12.7167,3.3963,0.8044,1.069,22.5449,5.6708,2.8591,0.9333,2.8543,22.0418
2128,2008-01-28,36587.4848,1052837,5.87,22.71,7.75,7.406,7.614,7.354,7.408,7.75,9.1548,-18696,39.3845,368.79,-1513.4,75.579,6.6375,6.5725,19.4792,12.9564,21.21,13.0184,90.02,13.5,-69.63,6.0,23.68,20.22,-78.3,94.96,288316,83.37,10494.49,37217,0.55,45615.7,6.7,25.4485,5.1112,6.0332,5.2231,318.1458,2.701,2.0935,2.4564,2.7842,30.6003,8.978,5.583,0.4577,23.7992,5.0695,2.4996,1.0551,36.9089,8.0274,4.1887,0.6376,12.7167,3.3657,0.8044,1.0776,22.1542,5.5725,2.8096,0.9449,2.7964,21.5945
2129,2008-01-29,36344.8637,1052837,5.85,22.64,7.75,7.51,7.614,7.432,7.466,7.75,9.1583,-18696,39.3811,-117.73,-285.1,75.545,6.785,6.685,19.6748,12.9531,21.2949,12.9635,90.14,13.5,-69.63,6.0,23.68,20.22,-78.3,94.96,288316,83.37,10494.49,37217,0.55,45615.7,6.7,25.392,5.1038,6.0224,5.2158,318.1458,2.6961,2.0905,2.453,2.7792,30.4994,8.9484,5.5646,0.4592,23.8113,5.0733,2.5015,1.0543,37.0686,8.0621,4.2068,0.6349,12.7167,3.3819,0.8044,1.0744,22.126,5.5683,2.8074,0.9456,2.8,21.6121
