,Date,XAUINR BGN Curncy-Gold Index,INMSM1 Index-India Money Supply M1,PBINBSI Index-Price/Book -India Sensex 30,PEINB30 Index-Price/Earnings Ratio for the Sensex 30 Index,GIND10YR Index-India Govt Bond Generic Bid Yield 10 Year,GIND5YR Index-India Govt Bond Generic Bid Yield 5 Year,GIND4YR Index-India Govt Bond Generic Bid Yield 4 Year,GIND3YR Index-India Govt Bond Generic Bid Yield 3 Year,GIND1YR Index-India Govt Bond Generic Bid Yield 1 Year,INRPYLPD Index-Reserve Bank of India REPO Rate Policy (Daily),BCOPAAA0 Index-Bloomberg FIMMDA India Corporate Bond Curve AAA 10 Year,INFFFIDE Index-India Fiscal Deficit,USDINR Curncy-USDINR Spot Exchange Rate - Price of 1 USD in INR,INMFEQNT Index-India Mutual Fund Net Equity,FIINNET Index-India Net Foreign Equity Investment INR,DXY Curncy-Dollar Index,IRSWO1 Curncy-INR SWAP ONSH OIS 1Y,IRSWO5 Curncy-INR SWAP ONSH OIS 5Y,NIFTY Index-Forward P/E (12M Forward),NSE500 Index-Forward PE for Fiscal Year 3,BSE500 Index-Forward P/E (12M Forward),BSE500 Index-Forward PE for Fiscal Year 3,JBDCINR Index-J.P. Morgan India CPI-Based Real Broad Effective Exchange Rate,INPIINDY Index-india industrial production,INFDTO$Y Index-india monthly fdi,RBIBKRTE Index-RBI interest rate,INMSM3Y Index-INDIA M3 MONEY SUPPLY,INMSM1Y Index-INDIA M1 MONEY SUPPLY,ECOYBINN Index-INDIA TRADE BALANCE,5346629 Index-IMF INDIA PPI (PRODUCER PRICES INDEX),INMORES$ Index-Foreign Reserves India (USD),INBGRIW Index-Rural India Wage,INTXDITA Index-India Tax Collections,MIGININD Index-Migrant Remmitance Inflow,GHDIHDIN Index-India HDI,5349B34 Index-India GNI (Gross National Income),BELTINPG Index-India forecast GDP growth,BSE500 Index-Price Earnings Ratio (P/E),NSE500 Index-Price Earnings Ratio (P/E),BSE500 Index-Price to Book Ratio,NSE500 Index-Price to Book Ratio,NSE500 Index-EBITDA,BSE500 Index-Adjusted Price/Sales ratio,NSE500 Index-Adjusted Price/Sales ratio,NSE500 Index-P/S RATIO,BSE500 Index-P/S RATIO,MXIN000G Index-Price Earnings Ratio (P/E),MXIN000G Index-Price to Book Ratio,MXIN000G Index-P/S RATIO,MXIN000G Index-Dividend Yield (Actuals),MXIN000V Index-Price Earnings Ratio (P/E),MXIN000V Index-Price to Book Ratio,MXIN000V Index-P/S RATIO,MXIN000V Index-Dividend Yield (Actuals),SPBSMIP Index-Price Earnings Ratio (P/E),SPBSMIP Index-Price to Book Ratio,SPBSMIP Index-P/S RATIO,SPBSMIP Index-Dividend Yield (Actuals),SPB25SIP Index-Price Earnings Ratio (P/E),SPB25SIP Index-Price to Book Ratio,SPB25SIP Index-P/S RATIO,SPB25SIP Index-Dividend Yield (Actuals),NSE100 Index-Price Earnings Ratio (P/E),NSE100 Index-Price to Book Ratio,NSE100 Index-P/S RATIO,NSE100 Index-Dividend Yield (Actuals),NIFTY Index-P/S Ratio,NIFTY Index-P/E ratio
5115,2016-04-02,80966.2128,2790090,2.79,19.19,7.465,7.434,7.374,7.221,7.193,6.75,8.4126,-40521,66.2475,-211.06,4509.2,94.619,6.697,6.603,18.9405,13.8282,20.5714,13.9464,102.5782,5.2,18.29,7.75,10.0,14.23,-118.4,97.65,359760,284.31,10494.49,68910,0.619,135222.6,6.0,20.5142,20.3685,2.4317,2.5054,763.3555,1.4865,1.6551,1.5787,1.5558,28.5829,6.4269,4.1486,1.1275,16.9315,1.9456,1.255,2.0448,27.749,2.3485,1.4654,1.5351,47.1179,1.3124,0.7287,1.4084,19.6693,2.5723,1.6947,1.5954,1.7924,19.1744
5116,2016-04-03,80966.2128,2790090,2.79,19.19,7.465,7.434,7.374,7.221,7.193,6.75,8.4126,-40521,66.2475,-211.06,4509.2,94.619,6.697,6.603,18.9406,13.8282,20.5715,13.9464,102.5782,5.2,18.29,7.75,10.0,14.23,-118.4,97.65,359760,284.31,10494.49,68910,0.619,135222.6,6.0,20.5142,20.3686,2.4317,2.5054,763.3555,1.4867,1.6552,1.5788,1.5559,28.5829,6.4269,4.1486,1.1275,16.9315,1.9456,1.255,2.0448,27.749,2.3485,1.4654,1.5351,47.1179,1.3124,0.7287,1.4084,19.6694,2.5723,1.6948,1.5954,1.7926,19.1745
5117,2016-04-04,80351.6815,2790090,2.81,19.32,7.415,7.378,7.329,7.18,6.964,6.75,8.3998,-40521,66.2063,-232.51,405.41,94.51,6.68,6.61,19.0557,13.9147,20.6804,14.0377,103.1434,5.2,18.29,7.75,10.0,14.23,-118.4,97.65,359760,284.31,10494.49,68910,0.619,135222.6,6.0,20.6228,20.4777,2.4444,2.5187,763.3555,1.4945,1.664,1.5872,1.5641,28.6857,6.4498,4.1635,1.1235,17.122,1.9672,1.2692,2.0224,27.814,2.3542,1.469,1.5274,47.6038,1.3259,0.7362,1.394,19.7786,2.5863,1.704,1.5868,1.8033,19.2909
5118,2016-04-05,81799.4629,2790090,2.74,18.85,7.461,7.413,7.318,7.176,6.989,6.5,8.3913,-40521,66.4625,-452.2,-930.6,94.631,6.67,6.66,18.6733,13.6327,20.3008,13.759,102.6718,5.2,18.29,7.0,10.0,14.23,-118.4,97.65,359760,284.31,10494.49,68910,0.619,135222.6,6.0,20.2443,20.0943,2.3996,2.4715,763.3555,1.4671,1.6328,1.5575,1.5354,28.3218,6.3683,4.1108,1.1378,16.7391,1.9232,1.2408,2.0686,27.4036,2.3196,1.4473,1.5502,46.8725,1.3055,0.7249,1.4158,19.3971,2.5364,1.6712,1.618,1.7671,18.9038
5119,2016-04-06,81323.3222,2790090,2.74,18.8,7.46,7.338,7.273,7.139,6.981,6.5,8.3766,-40521,66.66,127.58,-514.95,94.43,6.66,6.67,18.7032,13.6768,20.3653,13.8024,102.5263,5.2,18.29,7.0,10.0,14.23,-118.4,97.65,359760,284.31,10494.49,68910,0.619,135222.6,6.0,20.3085,20.1586,2.4069,2.4792,763.3555,1.4716,1.638,1.5624,1.5402,28.3803,6.3811,4.1192,1.1356,16.7412,1.9231,1.2407,2.0687,27.5609,2.3334,1.456,1.5387,47.3234,1.3181,0.7319,1.4088,19.4411,2.5419,1.6749,1.6326,1.7698,18.9339
5120,2016-04-07,82676.9161,2790090,2.72,18.68,7.446,7.468,7.341,7.271,7.055,6.5,8.3713,-40521,66.4675,-278.08,-32.78,94.482,6.66,6.68,18.5336,13.5879,20.2179,13.7129,102.29,5.2,18.29,7.0,10.0,14.23,-118.4,97.65,359760,284.31,10494.49,68910,0.619,135222.6,6.0,20.1616,20.005,2.3894,2.4604,763.3555,1.461,1.6257,1.5507,1.5292,28.142,6.3281,4.0848,1.1451,16.5987,1.907,1.2305,2.0862,27.4258,2.3229,1.4494,1.5456,47.1535,1.3133,0.7292,1.4139,19.2801,2.5211,1.6613,1.6461,1.7542,18.7625
5121,2016-04-08,82526.8536,2790090,2.71,18.64,7.448,7.468,7.341,7.271,7.053,6.5,8.3713,-40521,66.4675,291.35,-32.78,94.235,6.66,6.68,18.571,13.5687,20.2749,13.6933,102.4468,5.2,18.29,7.0,10.0,14.23,-118.4,97.65,359917,284.31,10494.49,68910,0.619,135222.6,6.0,20.2183,20.0595,2.3956,2.467,763.3555,1.4626,1.6297,1.5546,1.5329,28.1863,6.3357,4.0906,1.1437,16.6096,1.9065,1.2296,2.0867,27.4737,2.3379,1.4588,1.5357,47.489,1.3227,0.7344,1.4039,19.3331,2.5255,1.6635,1.6433,1.7556,18.7998
5122,2016-04-09,82526.8536,2790090,2.71,18.64,7.448,7.468,7.341,7.271,7.053,6.5,8.3713,-40521,66.4675,291.35,-32.78,94.235,6.66,6.68,18.571,13.5687,20.2749,13.6933,102.4468,5.2,18.29,7.0,10.0,14.23,-118.4,97.65,359917,284.31,10494.49,68910,0.619,135222.6,6.0,20.2183,20.0595,2.3956,2.467,763.3555,1.4626,1.6297,1.5546,1.5329,28.1863,6.3357,4.0906,1.1437,16.6096,1.9065,1.2296,2.0867,27.4737,2.3379,1.4588,1.5357,47.489,1.3227,0.7344,1.4039,19.3331,2.5255,1.6635,1.6433,1.7556,18.7998
5123,2016-04-10,82526.8536,2790090,2.71,18.64,7.448,7.468,7.341,7.271,7.053,6.5,8.3713,-40521,66.4675,291.35,-32.78,94.235,6.66,6.68,18.571,13.5688,20.275,13.6935,102.4468,5.2,18.29,7.0,10.0,14.23,-118.4,97.65,359917,284.31,10494.49,68910,0.619,135222.6,6.0,20.2184,20.0595,2.3956,2.467,763.3555,1.4626,1.6297,1.5546,1.5329,28.1863,6.3357,4.0906,1.1437,16.6096,1.9065,1.2296,2.0867,27.4737,2.3379,1.4588,1.5357,47.489,1.3227,0.7344,1.4039,19.3331,2.5255,1.6635,1.6433,1.7556,18.7998
5124,2016-04-11,83428.1818,2790090,2.76,18.97,7.418,7.411,7.307,7.252,7.052,6.5,8.3523,-40521,66.4312,403.89,155.66,93.95,6.66,6.66,18.8839,13.7823,20.574,13.9004,102.5576,5.2,18.29,7.0,10.0,14.23,-118.4,97.65,359917,284.31,10494.49,68910,0.619,135222.6,6.0,20.5167,20.3466,2.4259,2.4996,763.3555,1.4811,1.6505,1.5743,1.5515,28.4909,6.404,4.1348,1.1315,16.9151,1.9377,1.2503,2.0532,27.7816,2.3634,1.4747,1.5132,47.7758,1.3307,0.7389,1.3955,19.6286,2.5617,1.6878,1.62,1.7831,19.1146
5125,2016-04-12,83219.9396,2790090,2.77,19.03,7.416,7.438,7.326,7.257,7.051,6.5,8.3398,-40521,66.425,-160.12,428.27,93.959,6.665,6.67,18.9783,13.8645,20.7002,13.9869,102.6105,5.2,18.29,7.0,10.0,14.23,-118.4,97.65,359917,284.31,10494.49,68910,0.619,135222.6,6.0,20.6426,20.4759,2.4414,2.515,763.3555,1.4897,1.66,1.5834,1.5605,28.7889,6.4667,4.1752,1.1205,16.9953,1.9464,1.2561,2.044,28.0648,2.3871,1.4895,1.4981,48.2168,1.343,0.7457,1.3827,19.7352,2.5752,1.6957,1.6115,1.7919,19.21
5126,2016-04-13,82978.588,2790090,2.82,19.37,7.438,7.482,7.381,7.297,7.11,6.5,8.2451,-40521,66.645,196.2,741.04,94.744,6.68,6.7,19.3286,14.0681,21.0114,14.1865,102.6087,5.2,18.29,7.0,10.0,14.23,-118.4,97.65,359917,284.31,10494.49,68910,0.619,135222.6,6.0,20.9529,20.7898,2.4802,2.5559,763.3555,1.5124,1.6854,1.6078,1.5841,29.1421,6.5459,4.2267,1.107,17.2907,1.9802,1.2779,2.0091,28.2429,2.4089,1.5031,1.4845,48.7364,1.3574,0.7537,1.368,20.0782,2.6197,1.7252,1.5841,1.8248,19.5644
5127,2016-04-14,82978.588,2790090,2.82,19.37,7.435,7.482,7.381,7.298,7.11,6.5,8.2451,-40521,66.645,196.2,741.04,94.902,6.68,6.7,19.3288,14.0689,21.0115,14.1873,102.8601,5.2,18.29,7.0,10.0,14.23,-118.4,97.65,359917,284.31,10494.49,68910,0.619,135222.6,6.0,20.9531,20.79,2.4802,2.5559,763.3555,1.5124,1.6854,1.6078,1.5841,29.1437,6.5459,4.2265,1.107,17.2907,1.9802,1.2779,2.0091,28.242,2.4089,1.5031,1.4845,48.7364,1.3574,0.7537,1.368,20.0785,2.6197,1.7252,1.5841,1.8248,19.5647
5128,2016-04-15,82258.5801,2675030,2.82,19.37,7.435,7.482,7.381,7.298,7.11,6.5,8.2451,-40521,66.645,196.2,741.04,94.696,6.68,6.7,19.3288,14.0687,21.0116,14.1871,102.8345,5.2,18.29,7.0,10.4,14.51,-118.4,97.65,360251,284.31,10494.49,68910,0.619,135222.6,6.0,20.9531,20.79,2.4802,2.5559,763.3555,1.5123,1.6854,1.6078,1.5841,29.1438,6.5459,4.2265,1.107,17.2907,1.9802,1.2779,2.0091,28.2426,2.4089,1.5031,1.4845,48.7364,1.3574,0.7537,1.368,20.0785,2.6197,1.7252,1.5841,1.8248,19.5647
5129,2016-04-16,82258.5801,2675030,2.82,19.37,7.435,7.482,7.381,7.298,7.11,6.5,8.2451,-40521,66.645,196.2,741.04,94.696,6.68,6.7,19.3288,14.0868,21.0275,14.2052,102.8345,5.2,18.29,7.0,10.4,14.51,-118.4,97.65,360251,284.31,10494.49,68910,0.619,135222.6,6.0,20.969,20.8065,2.4802,2.5559,763.3555,1.5123,1.6872,1.6096,1.5858,29.1438,6.5459,4.2265,1.107,17.2907,1.9802,1.2779,2.0091,28.3653,2.4089,1.5072,1.4845,48.7364,1.3574,0.7537,1.368,20.0785,2.6197,1.7252,1.5841,1.8248,19.5647
5130,2016-04-17,82258.5801,2675030,2.82,19.37,7.435,7.482,7.381,7.298,7.11,6.5,8.2451,-40521,66.645,196.2,741.04,94.696,6.68,6.7,19.3288,14.0868,21.0275,14.2052,102.8345,5.2,18.29,7.0,10.4,14.51,-118.4,97.65,360251,284.31,10494.49,68910,0.619,135222.6,6.0,20.969,20.8065,2.4802,2.5559,763.3555,1.5123,1.6872,1.6096,1.5858,29.1438,6.5459,4.2265,1.107,17.2907,1.9802,1.2779,2.0091,28.3653,2.4089,1.5072,1.4845,48.7364,1.3574,0.7537,1.368,20.0785,2.6197,1.7252,1.5841,1.8248,19.5647
5131,2016-04-18,82026.4004,2675030,2.84,19.51,7.417,7.479,7.356,7.281,7.081,6.5,8.2498,-40521,66.5525,-300.28,1040.6,94.49,6.665,6.69,19.4877,14.1685,21.1852,14.2849,102.9426,5.2,18.29,7.0,10.4,14.51,-118.4,97.65,360251,284.31,10494.49,68910,0.619,135222.6,6.0,21.1273,20.9706,2.502,2.5791,763.4194,1.5285,1.7055,1.6272,1.6027,28.9831,6.5986,4.192,1.0981,17.5541,2.01,1.2979,1.9793,28.0344,2.4392,1.5466,1.4661,49.3143,1.3735,0.7627,1.3519,20.226,2.642,1.7433,1.5708,1.8405,19.7254
5132,2016-04-19,82697.1192,2675030,2.84,19.51,7.417,7.479,7.36,7.281,7.081,6.5,8.2498,-40521,66.5525,-300.28,1040.6,93.976,6.665,6.69,19.4897,14.1714,21.1879,14.2868,103.0273,5.2,18.29,7.0,10.4,14.51,-118.4,97.65,360251,284.31,10494.49,68910,0.619,135222.6,6.0,21.13,20.9733,2.502,2.5791,763.4194,1.5284,1.7053,1.627,1.6025,28.9831,6.5986,4.192,1.0981,17.5568,2.01,1.2979,1.9793,28.0301,2.4392,1.5465,1.4661,49.3143,1.3735,0.7627,1.3519,20.2291,2.642,1.7434,1.5708,1.8405,19.7274
5133,2016-04-20,82340.8223,2675030,2.86,19.67,7.438,7.495,7.379,7.282,7.058,6.5,8.2534,-40521,66.2213,16.98,-11.2,94.492,6.675,6.695,19.4897,14.1688,21.2532,14.2934,103.2337,5.2,18.29,7.0,10.4,14.51,-118.4,97.65,360251,284.31,10494.49,68910,0.619,135222.6,6.0,21.1952,21.0282,2.5063,2.5823,763.4126,1.5311,1.7075,1.6292,1.6061,28.7975,6.5564,4.1652,1.1052,17.5774,2.0124,1.2994,1.977,28.0565,2.4416,1.548,1.4647,49.6408,1.3826,0.7677,1.343,20.2332,2.6426,1.7437,1.5704,1.8405,19.7274
5134,2016-04-21,82986.8927,2675030,2.86,19.64,7.476,7.53,7.419,7.3,7.061,6.5,8.2581,-40521,66.3938,199.68,943.4,94.599,6.705,6.735,19.4838,14.1433,21.1922,14.2635,103.03,5.2,18.29,7.0,10.4,14.51,-118.4,97.65,360251,284.31,10494.49,68910,0.619,135222.6,6.0,21.1381,20.9789,2.5025,2.5788,763.4126,1.5306,1.7069,1.6287,1.6055,28.7309,6.5418,4.1562,1.1077,17.5395,2.0081,1.2966,1.9812,27.909,2.4295,1.5404,1.472,49.4404,1.377,0.7646,1.3485,20.2263,2.6417,1.7432,1.571,1.8399,19.7213
5135,2016-04-22,82155.7129,2675030,2.84,19.54,7.458,7.517,7.38,7.28,7.044,6.5,8.2538,-40521,66.4837,81.19,194.95,95.116,6.695,6.72,19.6035,14.1299,21.0988,14.2547,103.2448,5.2,18.29,7.0,10.4,14.51,-118.4,97.65,361601,284.31,10494.49,68910,0.619,135222.6,6.0,21.0452,20.879,2.5008,2.5763,763.4124,1.5405,1.7196,1.6155,1.5934,28.6165,6.5129,4.1377,1.1126,17.451,2.0063,1.3015,1.9829,27.9732,2.4315,1.5422,1.4707,49.4485,1.3773,0.7647,1.3483,20.1125,2.6387,1.7254,1.5728,1.8164,19.5884
5136,2016-04-23,82155.7129,2675030,2.84,19.54,7.458,7.517,7.38,7.28,7.044,6.5,8.2538,-40521,66.4837,81.19,194.95,95.116,6.695,6.72,19.6035,14.123,21.0951,14.2477,103.2448,5.2,18.29,7.0,10.4,14.51,-118.4,97.65,361601,284.31,10494.49,68910,0.619,135222.6,6.0,21.0417,20.8754,2.5008,2.5763,763.4124,1.5398,1.7187,1.6147,1.5926,28.6165,6.5129,4.1377,1.1126,17.451,2.0063,1.3015,1.9829,27.9239,2.4315,1.5367,1.4707,49.4485,1.3773,0.7647,1.3483,20.1086,2.6387,1.7243,1.5728,1.8164,19.5884
5137,2016-04-24,82155.7129,2675030,2.84,19.54,7.458,7.517,7.38,7.28,7.044,6.5,8.2538,-40521,66.4837,81.19,194.95,95.116,6.695,6.72,19.6035,14.141,21.097,14.2658,103.2448,5.2,18.29,7.0,10.4,14.51,-118.4,97.65,361601,284.31,10494.49,68910,0.619,135222.6,6.0,21.0435,20.8773,2.5008,2.5763,763.4124,1.5398,1.7187,1.6147,1.5926,28.6165,6.5129,4.1377,1.1126,17.451,2.0063,1.3015,1.9829,27.9386,2.4315,1.5367,1.4707,49.4485,1.3773,0.7647,1.3483,20.1097,2.6387,1.7243,1.5728,1.8164,19.5884
5138,2016-04-25,82556.7833,2675030,2.82,19.37,7.468,7.539,7.399,7.287,7.085,6.5,8.247,-40521,66.6175,-397.29,240.4,94.842,6.69,6.715,19.4943,14.0567,20.9875,14.2676,103.0802,5.2,18.29,7.0,10.4,14.51,-118.4,97.65,361601,284.31,10494.49,68910,0.619,135222.6,6.0,20.9343,20.7675,2.4878,2.5629,763.4119,1.5325,1.7106,1.6044,1.5826,28.4465,6.4731,4.114,1.0957,17.3361,1.9947,1.2896,1.9945,27.8917,2.4282,1.5242,1.4726,49.2484,1.3717,0.7616,1.3537,19.9933,2.6236,1.7135,1.5751,1.8077,19.4793
5139,2016-04-26,82623.5489,2675030,2.86,19.69,7.472,7.48,7.419,7.288,7.085,6.5,8.2595,-40521,66.525,180.87,571.7,94.573,6.7,6.73,16.478,13.9947,21.2383,14.2172,103.4098,5.2,18.29,7.0,10.4,14.51,-118.4,97.65,361601,284.31,10494.49,68910,0.619,135222.6,6.0,21.1844,21.0574,2.5169,2.5925,763.4238,1.5456,1.7222,1.612,1.5923,28.6917,6.5342,4.148,1.0854,17.5515,2.0195,1.3056,1.97,28.1264,2.4474,1.5362,1.461,49.5828,1.381,0.7668,1.3446,20.253,2.6565,1.7227,1.5556,1.8164,19.7549
5140,2016-04-27,82672.4786,2675030,2.87,19.75,7.461,7.483,7.404,7.282,7.085,6.5,8.2688,-40521,66.4525,260.48,438.69,94.387,6.695,6.725,16.4863,14.024,21.1927,14.2509,103.2835,5.2,18.29,7.0,10.4,14.51,-118.4,97.65,361601,284.31,10494.49,68910,0.619,135222.6,6.0,21.1391,20.9798,2.522,2.5982,763.6183,1.5535,1.7299,1.6179,1.5984,28.762,6.5492,4.1574,1.0829,17.5763,2.0282,1.3113,1.9616,26.566,2.4505,1.561,1.4615,49.7622,1.386,0.7696,1.3398,20.2092,2.6626,1.7282,1.5525,1.8215,19.6647
5141,2016-04-28,84086.5569,2675030,2.82,19.39,7.441,7.466,7.401,7.276,7.099,6.5,8.2663,-40521,66.5213,-321.5,235.94,93.761,6.685,6.715,16.1984,13.8073,20.9158,14.0431,103.1043,5.2,18.29,7.0,10.4,14.51,-118.4,97.65,361601,284.31,10494.49,68910,0.619,135222.6,6.0,20.8629,20.6886,2.4853,2.5589,763.5814,1.5277,1.6996,1.5898,1.5722,28.3522,6.4562,4.0984,1.0985,17.2197,1.9875,1.2849,2.0018,26.3594,2.4315,1.549,1.4734,49.2696,1.3723,0.762,1.3532,19.8877,2.6202,1.7007,1.5776,1.7912,19.3351
5142,2016-04-29,85896.9868,2671300,2.82,19.38,7.436,7.44,7.386,7.269,7.055,6.5,8.2584,-40521,66.33,19.18,-16.09,93.082,6.67,6.7,16.2037,13.7992,20.818,14.0414,102.8444,5.2,18.29,7.0,9.8,12.76,-118.4,97.65,363121,284.31,10494.49,68910,0.619,135222.6,6.0,20.7658,20.6979,2.4858,2.561,763.5823,1.5237,1.6986,1.5698,1.5494,28.4137,6.4585,4.0686,1.0982,17.1727,1.9813,1.271,2.008,26.5272,2.4369,1.5405,1.4701,49.1957,1.3702,0.7608,1.3552,19.9174,2.6227,1.6759,1.5761,1.7606,19.3448
5143,2016-04-30,85896.9868,2671300,2.82,19.38,7.436,7.44,7.386,7.269,7.055,6.5,8.2584,137326,66.33,19.18,-16.09,93.082,6.67,6.7,16.2045,14.7964,20.7979,14.0406,102.8444,6.0,-34.49,7.0,9.8,12.76,-111.8,97.65,363121,284.44,10494.49,68910,0.619,135222.6,6.0,20.7456,20.6773,2.4858,2.561,763.5823,1.5254,1.7003,1.5681,1.5478,28.4137,6.4585,4.0686,1.0982,17.1727,1.9813,1.271,2.008,26.5268,2.4369,1.5405,1.4701,49.1957,1.3702,0.7608,1.3552,19.8979,2.6227,1.6733,1.5761,1.7606,19.3448
5144,2016-05-01,85896.9868,2671300,2.82,19.38,7.436,7.44,7.386,7.269,7.055,6.5,8.2584,137326,66.33,19.18,-16.09,93.082,6.67,6.7,16.2065,14.8007,20.7979,14.0419,102.8444,6.0,-34.49,7.0,9.8,12.76,-111.8,97.65,363121,284.44,10494.49,68910,0.619,135222.6,6.0,20.7456,20.6773,2.4858,2.561,763.5823,1.5254,1.7003,1.5681,1.5478,28.4137,6.4585,4.0686,1.0982,17.1727,1.9813,1.271,2.008,26.5268,2.4369,1.5405,1.4701,49.1957,1.3702,0.7608,1.3552,19.8979,2.6227,1.6733,1.5761,1.7606,19.3448
5145,2016-05-02,85691.0415,2671300,2.81,19.28,7.441,7.437,7.385,7.278,7.065,6.5,8.2641,137326,66.455,15.07,348.97,92.626,6.66,6.705,16.1112,13.7807,20.7561,14.0116,102.7582,6.0,-34.49,7.0,9.8,12.76,-111.8,97.65,363121,284.44,10494.49,68910,0.619,135222.6,6.0,20.7039,20.6374,2.4826,2.5577,763.5669,1.5221,1.6965,1.5536,1.5342,28.3855,6.4699,3.877,1.0962,17.156,1.9809,1.2611,2.0084,26.8187,2.4637,1.5536,1.4544,49.3264,1.3739,0.7629,1.357,19.8358,2.6166,1.6539,1.5797,1.7307,19.2186
5146,2016-05-03,85634.4477,2671300,2.78,19.14,7.442,7.442,7.387,7.276,7.063,6.5,8.2663,137326,66.4275,82.23,-747.68,92.944,6.68,6.71,15.9715,13.6706,20.5873,13.9125,102.9706,6.0,-34.49,7.0,9.8,12.76,-111.8,97.65,363121,284.44,10494.49,68910,0.619,135222.6,6.0,20.5358,20.4583,2.4657,2.5396,763.5669,1.5111,1.6832,1.5399,1.5214,28.0762,6.4204,3.8474,1.1047,17.0001,1.9631,1.2497,2.0266,26.1352,2.4427,1.5382,1.4669,49.2789,1.3725,0.7621,1.3583,19.664,2.5959,1.6408,1.5924,1.7176,19.0577
5147,2016-05-04,85257.5336,2671300,2.76,18.97,7.432,7.439,7.38,7.277,7.05,6.5,8.2688,137326,66.555,143.58,-30.83,93.179,6.68,6.7,15.8304,13.5362,20.435,13.7879,103.1104,6.0,-34.49,7.0,9.8,12.76,-111.8,97.65,363121,284.44,10494.49,68910,0.619,135222.6,6.0,20.3839,20.3071,2.4466,2.5205,763.5669,1.4994,1.6701,1.5281,1.5098,28.0094,6.4047,3.8382,1.1074,16.8897,1.9502,1.2414,2.0401,25.8801,2.4128,1.522,1.4851,48.6175,1.3541,0.7519,1.3768,19.5293,2.5781,1.6295,1.6034,1.7086,18.9595
5148,2016-05-05,85054.2914,2671300,2.78,19.12,7.435,7.443,7.375,7.271,7.049,6.5,8.2831,137326,66.555,134.01,-327.99,93.78,6.675,6.695,15.8818,13.5674,16.7601,13.8278,103.5447,6.0,-34.49,7.0,9.8,12.76,-111.8,97.65,363121,284.44,10494.49,68910,0.619,135222.6,6.0,20.433,20.3425,2.4537,2.5266,763.5669,1.5037,1.6754,1.534,1.5166,27.9389,6.4263,3.803,1.1395,16.9405,1.9559,1.2451,2.0341,25.8858,2.4108,1.5208,1.4863,48.6114,1.354,0.7518,1.3798,19.5804,2.5868,1.6371,1.6081,1.7167,19.0223
5149,2016-05-06,85771.2133,2671300,2.78,19.07,7.433,7.441,7.36,7.263,7.045,6.5,8.27,137326,66.555,-24.85,189.33,93.888,6.67,6.685,16.1979,13.7758,16.9889,14.009,103.5546,6.0,-34.49,7.0,9.8,12.76,-111.8,97.65,361995,284.44,10494.49,68910,0.619,135222.6,6.0,20.4749,20.3887,2.4538,2.5284,763.5669,1.5075,1.6824,1.5382,1.5196,27.9405,6.4266,3.8033,1.1395,16.9566,1.9578,1.2463,2.0321,26.0819,2.4197,1.5273,1.4808,48.574,1.3529,0.7512,1.3802,19.5987,2.5884,1.6396,1.6071,1.7162,19.0167
5150,2016-05-07,85771.2133,2671300,2.78,19.07,7.433,7.441,7.36,7.263,7.045,6.5,8.27,137326,66.555,-24.85,189.33,93.888,6.67,6.685,16.1957,13.7758,16.9874,14.009,103.5546,6.0,-34.49,7.0,9.8,12.76,-111.8,97.65,361995,284.44,10494.49,68910,0.619,135222.6,6.0,20.4686,20.3827,2.4538,2.5284,763.5669,1.5077,1.6826,1.5381,1.5195,27.9405,6.4266,3.8033,1.1395,16.9566,1.9578,1.2463,2.0321,26.0819,2.4197,1.5273,1.4808,48.574,1.3529,0.7512,1.3802,19.5921,2.5884,1.6395,1.6071,1.7161,19.0094
5151,2016-05-08,85771.2133,2671300,2.78,19.07,7.433,7.441,7.36,7.263,7.045,6.5,8.27,137326,66.555,-24.85,189.33,93.888,6.67,6.685,16.1979,13.779,16.9919,14.0124,103.5546,6.0,-34.49,7.0,9.8,12.76,-111.8,97.65,361995,284.44,10494.49,68910,0.619,135222.6,6.0,20.4705,20.3846,2.4538,2.5284,763.5669,1.5077,1.6826,1.5381,1.5195,27.9405,6.4266,3.8033,1.1395,16.9566,1.9578,1.2463,2.0321,26.0819,2.4197,1.5273,1.4808,48.574,1.3529,0.7512,1.3802,19.5942,2.5884,1.6395,1.6071,1.7161,19.0117
5152,2016-05-09,84368.6429,2671300,2.74,19.05,7.425,7.438,7.357,7.256,7.042,6.5,8.2884,137326,66.5825,345.11,295.28,94.128,6.675,6.69,16.4409,13.9699,17.2328,14.2125,103.7575,6.0,-34.49,7.0,9.8,12.76,-111.8,97.65,361995,284.44,10494.49,68910,0.619,135222.6,6.0,20.7871,20.7005,2.4912,2.5667,763.576,1.5312,1.7086,1.5618,1.5431,28.3017,6.5051,3.8533,1.1257,17.2311,1.9897,1.2665,1.8725,26.4068,2.45,1.5463,1.4626,49.1867,1.37,0.7607,1.3635,19.8961,2.629,1.6654,1.5336,1.7457,19.3346
